text,reject,CIR_PUNISHMENT,CONFESSION,CIR_TYPE,CIR_ROLE,GENERAL_CIRCUM,CIR_AMOUNT,REGRET,RESPO,CIR_EQ
במכתב גם המלצה לשלבו בקורס בתחום התקנת מצלמות אבטחה.,1,0,0,0,0,0,0,0,0,0
"במסגרת ההליך דנן לא הופנה הנאשם לקבלת תסקיר, ולא הוצגו כל מסמך או חוו""ד שבכוחם להצביע על שינוי באורחותיו או על הפחתת הסיכון הנשקף לציבור מצדו.",0,0,0,0,0,1,0,0,0,0
"במסגרת החובות שנקלע אליהם, נטל הנאשם הלוואות בשוק האפור אותן התקשה לפרוע.",0,0,0,0,0,1,0,0,0,0
"במסגרת המאבק החברה בהתפשטות נגע הסמים – על מערכת המשפט להוקיע עבירות מסוג זה – תוך הטלת עונשים מחמירים, על אלו הבוחרים לעסוק בסמים.",1,0,0,0,0,0,0,0,0,0
"במסגרת הנסיבות שאינן קשורות לביצוע העבירה יש אף ליתן משקל למצבם הבריאותי של הורי הנאשם, כפי שפורטו בפני וזאת נוכח הפגיעה של העונש במשפחתו של הנאשם.",0,0,0,0,0,1,0,0,0,0
"במסגרת העסקאות מכר הנאשם סך הכול 100 גרם סם מסוכן מסוג קנאביס במחיר של 100 ₪ לגרם ו- 350 ₪ ל- 5 גרם, וזאת במספר הזדמנויות שאינו ידוע במדויק.",0,0,0,1,0,0,1,0,0,0
"במסגרת התסקיר הקהילתי, עמד שירות מבחן על חיוניות שילוב הנאשם בטיפול בהתמכרות כמוקד התערבות מרכזי.",1,0,0,0,0,0,0,0,0,0
"במסגרת התסקיר עומד שרות המבחן על כך שהנאשם מגיל צעיר חווה חסכים רגשיים רבים, ונחשף לחברה שולית ומעורבות פלילית של אחרים בסביבתו.",0,0,0,0,0,1,0,0,0,0
"במסגרת פיקוח המעצרים שולב הנאשם ביחידה לטיפול בהתמכרויות בבני ברק (בתקופה שבין 3/22 – 6/23), שם התמיד ושיתף פעולה.",0,0,0,0,0,1,0,0,0,0
"במעמד הכרעת הדין ביקש הסניגור לשלוח את הנאשם לשירות המבחן להכנת תסקיר, וביקש לבחון את שאלת ביטול הרשעת הנאשם, שהוא נהג מונית.",0,0,0,0,0,1,0,0,0,0
במעמד זה הנאשם העביר לו סם מסוג קנבוס במשקל גרם אחד תמורת 100 ₪.,0,0,0,1,1,0,1,0,0,0
"במעשיו המתוארים לעיל החזיק, גידל, ייצר, הפיק והכין הנאשם סם מסוכן מסוג קנבוס, שלא לצריכתו העצמית וללא רישיון מאת המנהל, החזיק ברשותו כלים להכנת סמים מסוכנים שלא בהיתר, ונטל הנאשם חשמל שלא כדין.",0,0,0,1,0,0,0,0,0,0
במקביל לטיפול עבד באופן רציף בסופרמרקט.,0,0,0,0,0,1,0,0,0,0
"במקביל לשליחת ההודעה למאור, בשעה 16:37 התקשר הנאשם לבצלאל, והשניים שוחחו במשך מספר דקות וקבעו להיפגש בביתו של בצלאל בערב למפגש, במסגרתו ישתמשו, בין היתר, בסם האיוואסקה, לצד חומרים אחרים שטיבם אינו ידוע למאשימה.",0,0,0,1,0,0,0,0,0,0
"במקרה דנן, מדובר בנאשם שאין זו הסתבכותו הראשונה בעבירות סמים, ואף ריצה עונש מאסר בגין הסתבכות קודמת.",0,0,0,0,0,1,0,0,0,0
"במקרה זה כאמור, סטה בית המשפט ממתחם הענישה שקבע, הנע בין 18 חודשי מאסר ועד 30 חודשי מאסר, והשית על הנאשם 12 חודשי מאסר בפועל וכן ענישה נלווית.",1,0,0,0,0,0,0,0,0,0
"במקרה זה נאשם 1, בסיוע נאשם 2 ששכר עבורו יחידת גג גדולה, הקים ""מעבדה"" לגידול קנבוס.",0,0,0,1,0,0,0,0,0,1
"במקרים רבים דווחו על התפרצויות של התנהגויות היסטריות ופסיכוטיות או התקפי חרדה, דיכאון ופאניקה.",1,0,0,0,0,0,0,0,0,0
במשך שמונה חודשים שיתף הנאשם פעולה עם גורמי הטיפול.,0,0,0,0,0,1,0,0,0,0
"בנוגע לאישום השני טענה ב""כ המאשימה כי מדובר בקטין, אולם נסיבה זו נעדרת מעובדות כתב האישום, אשר אמנם התייחס לקונה בראשי תיבות, כמקובל בנוגע לקטינים, אך ללא ציון תאריך הלידה המדויק אלא שנתון בלבד (2000).",1,0,0,0,0,0,0,0,0,0
"בנוסף הוסכם על חילוט סכום הכסף שנתפס בסך 1,740 ₪.",1,0,0,0,0,0,0,0,0,0
בנוסף התרשמו מהיעדר מיומנויות לניהול אורח חיים מאורגן  ויכולת לתפקוד במסגרות מקובלות.,0,0,0,0,0,1,0,0,0,0
"בנוסף לאמור, נתפס בוילה ציוד רב ששימש לגידול הסם.",0,0,0,0,0,0,0,0,0,1
"בנוסף עתרה המאשימה להטיל על הנאשם פיצוי בסך של 99,000 ₪  לחברת חשמל.",1,0,0,0,0,0,0,0,0,0
"בנוסף שקלתי שחלקו של הנאשם בביצוע העבירות הוא בלעדי, שכן הנאשם הזמין את הסמים המסוכנים לישראל, קיבל אותם לידיו באופן אישי, וניסה לספק אותם לחבריו ובהמשך לשבש את החקירה.",0,0,0,0,1,0,0,0,0,0
"בנוסף, ביקשה להטיל עליו עונשי מאסר על תנאי ארוכים ומשמעותיים, קנס כספי גבוה, פסילת רישיון נהיגה בפועל ופסילה מותנית.",1,0,0,0,0,0,0,0,0,0
"בנוסף, בתאריך 07.04.21 אותר הנאשם כשהוא נוהג במכונית וזאת על אף שרישיון נהיגתו פקע בשנת 2014 ובהיותו פסול לנהיגה מתאריך 11.07.18 מתוקף גזר דין שניתן בעניינו בתיק 11816-01-17.",0,0,0,0,0,1,0,0,0,0
"בנוסף, בתיק המצורף מדובר באיומים חמורים כלפי שוטרים.",1,0,0,0,0,0,0,0,0,0
"בנוסף, הנאשם בן 29, התארס לאחרונה, לקח אחריות באופן מיידי כבר בישיבה הראשונה.",0,0,0,0,0,1,0,0,1,0
"בנוסף, טען כי הנאשם עצמאי ומפרנס עיקרי, והטלת ענישה, ולו בדרך של עבודות שירות, תפגע בו ובמשפחתו המתהווה.",0,0,0,0,0,1,0,0,0,0
"בנוסף, יש ליתן גם משקל לחלוף הזמן הרב מאז ביצוע העבירות, בעיקר בהיבט זה שהנאשם לא שב לסורו ובכך ישנה אינדיקציה כי אמנם הוא מבקש לשנות את נתיב חייו.",0,0,0,0,0,1,0,0,0,0
"בנוסף, לחובתו		 26 הרשעות תעבורה קודמות (ת/2).",0,0,0,0,0,1,0,0,0,0
"בנוסף, סבל מלחץ דם גבוה, מאי ספיקת כליות, ואף עבר שבץ מוחי.",0,0,0,0,0,1,0,0,0,0
"בנוסף, סיפרה אשתו של הנאשם ואם ילדיו גב' דדון, על קשיי המשפחה הן בהיבט הכלכלי והן בהיבט המשפחתי.",0,0,0,0,0,1,0,0,0,0
"בנסיבות אלה הוא הוכיח שהשתקם ולמצער כי קיים סיכוי של ממש שישתקם, כדרישת המחוקק.",0,0,0,0,0,1,0,0,0,0
"בנסיבות אלה יש למקם את עונשו מעט מתחת לאמצע מתחם העונש ההולם שנקבע, לצד מאסר על תנאי וקנס כספי, אשר ייקח בחשבון את עונש המאסר הממושך ואת היכולות הכלכליות הדלות.",0,0,0,0,0,0,0,0,0,0
"בנסיבות אלה, בשתי ההזדמנויות, הגיע הנאשם למקום בו קבע עם הקטינה, ברמלה, כשהוא 	רכוב על אופניו, מסר לה שקית ובה סם מסוג קנבוס, במשקל שאינו ידוע למאשימה במדויק, 	תמורת 100 ₪ בכל פעם.",0,0,0,1,1,0,0,0,0,0
"בנסיבות אלה, לאורך תקופה של שלושה חודשים ,בשבע הזדמנויות שונות, מכרו הנאשם 	והאח לבנימין, לסירוגין ביחד ולחוד, סם מסוכן מסוג קנבוס, במשקל שנע בין 1 גרם ל-3 	גרם בכל פעם, בתמורה כספית.",0,0,0,1,0,0,1,0,0,0
"בנסיבות אלו, ונוכח חלקו של הנאשם באירוע האלים, ביקש הסנגור לקבוע מתחם עונש הולם החל ממאסר על תנאי ועד מאסר למשך מספר חודשים אשר ניתן לבצעו בדרך של עבודות שירות.",0,0,0,0,0,0,0,0,0,0
"בנסיבות אלו, תוך מתן משקל לשיקולי הרתעת הרבים, אין בידי לקבל את עתירת ההגנה והמלצת שירות המבחן להסתפק בענישה שאינה כוללת מאסר ממש.",0,0,0,0,0,0,0,0,0,0
"בנסיבות האמורות בהתחשב בהליך טיפולי שנראה על פניו כהליך מדשדש ומתקדם באיטיות נוכח העובדה כי מוצע ע""י שירות המבחן צו מבחן של שנה, שלא ברור לאור התנהלות הנאשם כי יש בו די.",1,0,0,0,0,0,0,0,0,0
"בנסיבות, מאז יוני 2023 אין מידע עדכני אודות הנאשם.",1,0,0,0,0,0,0,0,0,0
"בסופו של יום, לאחר שנלקחו בחשבון חומרת העבירות, עברו הפלילי של הנאשם, התמכרותו לסמים, העדר מוטיבציה לטיפול אינטנסיבי בקהילה, ואת העובדה כי עומד תלוי כנגדו מאסר מותנה, המליץ שירות המבחן על הטלת ענישה מוחשית בדמות מאסר בפועל קצוב, וכן הומלץ לשלבו בהליך טיפולי בתחום ההתמכרויות בין כתלי הכלא, אם ירצה בכך.",0,0,0,0,0,1,0,0,0,0
בסמוך למועד הגשת התסקיר מסר הנאשם בשיחה טלפונית שנגמל בכוחות עצמו אך לא הגיע לבדיקה לאיתור ממצאי סמים שנקבעה עבורו.,0,0,0,0,0,1,0,0,0,0
"בסמוך לשעה 19:28 הגיע הסוכן למקום שציין הנאשם, הנאשם הגיע למקום מסר לסוכן 4.6621 גרם קוקאין וקיבל מהסוכן 2,300 ₪ בתמורה.",0,0,0,1,1,0,1,0,0,0
"בסעיף 20 להכרעת הדין, דנתי בטענת הנאשם כי הכסף המזומן שנתפס בביתו מקורו בהחזר הלוואה שנתן אביה של אשתו.",1,0,0,0,0,0,0,0,0,0
בעבירות סמים נסוגים השיקולים האישיים של העבריין מפני שיקולי הנזק הקשה שהשימוש בסם מביא על המשתמשים בו...,1,0,0,0,0,0,0,0,0,0
"בעבר טופל הנאשם במשך חצי שנה, שולב בהוסטל אך לא נמצאה לו עבודה מתאימה, ולאחר כ-3 חודשים הוריו קנו לו רכב והוא השתמש בו כדי לצאת ולהתחבר עם גורמים שוליים וחזר לשימוש בסמים, ולכן סולק מהמסגרת.",0,0,0,0,0,1,0,0,0,0
"בעניין זנזורי דחה בית המשפט העליון את ערעור המאשימה ואת הערעור שכנגד של נאשם 1 שהורשע בעבירות של קשירת קשר, שיבוש מהלכי משפט וייצור והפקה הכנה של סמים מסוכנים, והותיר על כנו עונש של 26 חודשי מאסר.",0,0,0,0,0,0,0,0,0,0
"בעניין עריכה ושינויים במסמכי פסיקה, חקיקה ועוד באתר נבו – הקש כאן",1,0,0,0,0,0,0,0,0,0
בעניינה של הנאשמת הוגש תסקיר אחד לעונש.,1,0,0,0,0,0,0,0,0,0
"בעניינו של הנאשם הוגש תסקיר מבחן, אביא מתוכנו בתמצית: הנאשם התקשה לקחת אחריות על ביצוע העבירות, ונקט בצמצום וטשטוש.",0,0,0,0,0,0,0,0,1,0
בעניינו של הנאשם הוגשו שני תסקירים (פברואר ומאי 2024).,0,0,0,0,0,0,0,0,0,0
בעניינו של הנאשם התקבל תסקיר שרות מבחן למבוגרים מיום 1.5.24 לפיו במהלך תקופת הדחיה הנאשם שמר על קשר רציף עם שרות המבחן והמשיך בטיפול.,0,0,0,0,0,1,0,0,0,0
"בעניינו של הנאשם התקבל תסקיר שרות מבחן למבוגרים מיום 27.11.23 לפיו עולה כי הנאשם השתלב בקבוצה ייעודית, דווח כי הנאשם נמצא בשלב ראשוני אך הביע מוטיבציה.",0,0,0,0,0,1,0,0,0,0
בעניינו של הנאשם מתקיימות מספר בלתי מבוטל של נסיבות לחומרה.,1,0,0,0,0,0,0,0,0,0
"בעקבות הפסקת השימוש בקוקאין חלים שינויים ברורים בהתנהגות המשתמש כגון תחושת נמנמת, חוסר שקט, חרדה, דיכאון, וירידה בפעילות הגופנית.",0,0,0,0,0,0,0,0,0,0
"בעקבות זאת, שלח איירו ביום 21.10.20 לנאשם בקבוק (להלן: ""הבקבוק"") המכיל 1,300 מ""ל סם האיוואסקה, המכיל סמים מסוכנים מסוג די.אם.טי והארמין (להלן: ""הסם"").",0,0,0,1,0,0,1,0,0,0
"בעקבות כך הסתיים הקשר הזוגי, דבר שהעמיק את דפוסי השימוש של הנאשם בסמים.",0,0,0,0,0,1,0,0,0,0
"בעקבות כך, ובמסגרת מעקבו של הנאשם אחר מיקומה, פנה הנאשם ביום 2.11.20 לחברת UPS בצ'אט באתר האינטרנט של החברה, ונמסר לו כי המשלוח נמצא בבדיקה במכס.",0,0,0,0,0,0,0,0,0,0
בעת מאסרו השני הבין את ההשפעה השלילית של סביבתו וניתק את הקשר עם גורמים שוליים אך עקב הקושי להשתלב בשוק העבודה והמצוקה הכלכלית חיפש דרך להשגת רווחים מהירים.,0,0,0,0,0,1,0,0,0,0
"בעת קביעת העונש המתאים בתוך מתחם העונש ההולם לקחתי בחשבון לקולא את 	הנתונים הבאים: הודאתו של הנאשם וחסכון בזמן שיפוטי; חלוף הזמן מיום ביצוע העבירות; 	הבעת חרטה וקבלת אחריות; גילו הצעיר של הנאשם בעת ביצוע העבירות, בן 18 שנים 	בלבד.",0,0,1,0,0,1,0,1,1,0
"בעת שהאחר היכה את המתלונן, הוא ביקש מהמתלונן שיסתכל עליו באומרו ""אתה זונה של מי?",1,0,0,0,0,0,0,0,0,0
"בפסיקת בית המשפט העליון נקבע, כי לנוכח החומרה הנודעת לעבירות הסמים בכלל, ולעבירות הקשורות בהפצת סמים בפרט, מן הראוי להחמיר בענישתם של עברייני סמים:",1,0,0,0,0,0,0,0,0,0
"בפתח דבריה ציינה ב""כ המאשימה כי על אף שבתיקים דומים טוענת היא למספר מתחמים, כשמדובר בקליינטים שונים ומועדים שונים, הרי שבשל חלוף הזמן ונסיבותיו של הנאשם, תטען היא למתחם אחד.",1,0,0,0,0,0,0,0,0,0
"בצד האמור, הצליח הנאשם להימנע מביצוע עבירות וחרף קשייו והשימוש שעשה בסמים, לרבות כאלה שנחשבים ""קשים"" כגון קוקאין והרואין, הוא לא הורשע בתיקים נוספים, כך שנראה שהורתע מההליך המשפטי.",0,0,0,0,0,0,0,0,0,0
בצד זאת נראה שלא עיבד תחושות ורגשות כואבים ומצא מענה במסגרת שולית.,1,0,0,0,0,0,0,0,0,0
בצד זאת ציין לקולה את הודאתו ונטילת האחריות.,0,0,1,0,0,0,0,0,1,0
"בצד עונש המאסר, יושתו עונשים נוספים בדמות מאסר על תנאי, פסילת רישיון נהיגה בפועל ועל תנאי, קנס משמעותי, וחילוט הכסף שנתפס על הנאשם.",1,0,0,0,0,0,0,0,0,0
"בקביעת מתחם העונש ההולם, על בית המשפט להתחשב בערך החברתי שנפגע, במידת הפגיעה בו, במדיניות הענישה הנהוגה ובנסיבות הקשורות לביצוע העבירה.",1,0,0,0,0,0,0,0,0,0
בקשר עם שירות המבחן הנאשם שולב בהליך טיפולי במסגרת שירות המבחן רק בחודש מרץ 2024 בשל קושי להשתלב בקבוצה אחרת והוא נמצא כעת בשלב ראשוני והתחלתי של ההליך.,1,0,0,0,0,0,0,0,0,0
"ברם, אין להתעלם מכך שבפסיקה אליה המאשימה הפנתה נדון עניינו של נאשם שבנוסף לכמות גדולה של קטמין, ייבא גם כמות גדולה מאוד של קוקאין.",0,0,0,1,1,0,0,0,0,0
"ברם, מתוך תקווה כי הודאתו המוקדמת מבטאת צעד ראשוני לקראת השתלבות חוזרת בטיפול במסגרת מאסרו, ועל מנת לעודד אותו להוציא לפועל את רצונו להשתלב בטיפול, גם אם מאחורי סורג ובריח, ולממש את כוונתו להשלים בהצלחה הליך של גמילה מהימורים, החלטתי שלא לעשות כן.",0,0,1,0,0,1,0,0,0,0
בשיחתו עם שירות המבחן ציין הנאשם כי הוא ביצע את העבירות לאחר שקיבל הצעה מגורם עברייני להעביר את המזוודה לישראל בתמורה למחיקת חוב כספי.,1,0,0,0,0,0,0,0,0,0
"בשים לב לאופי המעבדה, למיקום בו הוקמה והיקף הגידול- מידת הפגיעה בערכים המוגנים בינונית.",0,0,0,0,0,0,0,0,0,1
"בשים לב לאלה, ובנסיבות העניין, נמצא לגזור על הנאשם 36 חודשי מאסר בפועל, מאסרים על תנאי וקנס בסך 8,000 ₪.",0,1,0,0,0,0,0,0,0,0
"בשים לב לכל שנאמר בדיון בפניי, בהתחשב בהודאה שחסכה זמן שיפוטי רב ובהתחשב במכלול הנסיבות וכדי לא לגזור עונש נוסף שבעיקר ייפגע באשתו ובילדיו, החלטתי להסתפק ברכיבי ענישה אלו ולא גזרתי עליו עונש כספי.",0,0,1,0,0,1,0,0,0,0
"בשים לב למכלול הנסיבות, ומבלי להתעלם מהעבר המכביד והרלוונטי של הנאשם, אני סבור כי יש לגזור את העונש במקרה זה בחלק הנמוך של המתחמים, אך לא בתחתיתם.",0,0,0,0,0,1,0,0,0,0
בשים לב לנסיבות ביצוע העבירה ומדיניות הענישה הנוהגת אני קובעת כי מתחם העונש ההולם נע בין 10 חודשים לבין 26 חודשי מאסר בפועל.,1,0,0,0,0,0,0,0,0,0
"בשים לב לנסיבות ביצוע העבירות, ובשים לב לעונש שהוטל על הנאשם 2, אשר הורשע בביצוע עבירות זהות, אני קובעת כי מתחם העונש ההולם נע בין 6 חודשי מאסר שניתן בנסיבות מתאימות לבצע בעבודות שירות ל- 18 חודשי מאסר בפועל, לצד ענישה נלווית.",1,0,0,0,0,0,0,0,0,0
"בשל כך סברה המאשימה שיש להעלות את רף הענישה בתיקים מסוג זה, העוסקים בייבוא סמים הזייתיים, בציינה שבתיקים הבאים שיעסקו בייבוא סם מסוכן מסוג איוואסקה, המאשימה תטען לעונשי מאסר בפועל ולמתחמי ענישה הולמים שמתחילים מעונש מאסר בפועל.",1,0,0,0,0,0,0,0,0,0
"בשל כך, כיום הוא מצוי בהליכי חדלות פירעון, כשלטענתו הוא עומד בתנאיהם.",1,0,0,0,0,0,0,0,0,0
"בשל קושי במוגנות אישית אליה נקלעו הנאשם ומשפחתו, נבצר ממנו להגיע בהתמדה ליחידה להתמכרויות, ובנוסף ניכר היה כי ייארך זמן עד לביסוס אמון ופתיחות מצדו במרחב הטיפולי.",0,0,0,0,0,1,0,0,0,0
"בשלב האחרון, תפס המתלונן בהגה, הזיזו לצדדים, אז האט הנאשם את נסיעתו.",1,0,0,0,0,0,0,0,0,0
"בשלב הבא, שאל האחר את הנאשם ""איפה הסכין איפה הסכין"" והנאשם פנה לחפש את הסכין.",1,0,0,0,0,0,0,0,0,0
בשלב זה ביקש הנאשם מהמתלונן שיעביר לו את הקטנוע.,1,0,0,0,0,0,0,0,0,0
"בשלב ראשון יש לקבוע את מתחם העונש ההולם, אשר נגזר מחומרת העבירה ונסיבות ביצועהּ, הערך החברתי עליו יש להגן, מידת הפגיעה בערך זה, ומדיניות הענישה הנהוגה ביחס לאותה עבירה.",1,0,0,0,0,0,0,0,0,0
בשנת 2015 נהרגו הוריו בעת פיצוץ בלון גז בביתם.,0,0,0,0,0,1,0,0,0,0
"בשנת 2018, במהלך ריצוי עונש המאסר האחרון בכלא חרמון, גילה הנאשם מוטיבציה שיקומית והשתלב בטיפול גמילה ממושך.",0,0,0,0,0,1,0,0,0,0
"בתאריך 18.7.2022 שעה 14:20 הנאשם גידל והפיק במעבדה בדירה כ- 347 שתילים של סם מסוכן מסוג קנבוס, במשקל כולל של 52 ק""ג נטו, שלא לצריכתו העצמית, לא היתר וללא רישיון מאת המנהל.",0,0,0,1,0,0,1,0,0,0
"בתאריך 2.7.23 סמוך לשעה 12:45, הגיע הסוכן המשטרתי לתחנת הסמים לצורך ביצוע עסקת סמים, נעמד בסמוך לחלון התחנה והחל לשרוק.",1,0,0,0,0,0,0,0,0,0
בתאריך 22.08.24 נתקבלה חוות דעת הממונה על עבודות השירות לפיה הנאשם נמצא לא כשיר לבצע עבודות שירות וזאת בשל התנגדות משטרת ישראל.,0,0,0,0,0,0,0,0,0,0
בתאריך 25.06.24 הוגש תסקיר סופי בו צוין שלא נפתחו כנגד הנאשם תיקים חדשים.,1,0,0,0,0,0,0,0,0,0
"בתאריך 28.03.24 הוגש תסקיר משלים, ממנו עולה כי הנאשם שולב בהליך טיפולי ומשתף פעולה.",0,0,0,0,0,1,0,0,0,0
בתאריך 29.2.24 התקבל תסקיר שירות המבחן בעניינו של הנאשם.,1,0,0,0,0,0,0,0,0,0
בתאריך 4.6.24 התקיים דיון בפניי בו הובהר על ידי בא כוח הנאשם כי אין צורך בהפנייתו של הנאשם לקבלת חוות דעת מטעם הפסיכיאטר המחוזי.,0,0,0,0,0,0,0,0,0,0
בתאריך 9.7.24 התקבלה חוות דעת הממונה על עבודות השירות לפיה הנאשם נמצא מתאים לביצוע עבודות שירות והומלץ להציבו במקום עבודה: אצטדיון סמי עופר בחיפה החל מתאריך 22.7.24.,1,0,0,0,0,0,0,0,0,0
בתגובה אמר הנאשם למתלונן שחסר כסף.,1,0,0,0,0,0,0,0,0,0
"בתגובה, ביקש ודים לבדוק ואמר שיחזור אליו עוד מספר דקות.",1,0,0,0,0,0,0,0,0,0
"בתי המשפט שבו ועמדו על החומרה הגלומה בעבירות הסמים, ומדיניות הענישה הצריכה להינקט כלפי כלל המעורבים בשרשרת הפצת הסם.",1,0,0,0,0,0,0,0,0,0
בתסקיר השני תיאר הנאשם את העבירה כהסתבכות על רקע כלכלי.,1,0,0,0,0,0,0,0,0,0
"בתסקיר מיום 27.10.21 חיווה שירות המבחן דעתו כי לנאשם נזקקות טיפולית במגוון תחומים, התחום הבריאותי, ההתמכרותי והרגשי וכי קיים סיכון במצבו אולם ניסיונות לשוחח עמו על מנת לזמנו לפגישה נוספת ולבדיקת שתן עלו בתוהו ולפיכך הביע שירות המבחן ספק לגבי מידת הכוחות והמוטיבציה של הנאשם להשתלב בהליך טיפולי אינטנסיבי.",1,0,0,0,0,0,0,0,0,0
"בתסקיר צוין, כי הנאשם נחשף לפלילים מגיל צעיר, אימץ התנהגות עבריינית, שהקשתה עליו בפיתוח והפנמת גבולות פנימיים.",0,0,0,0,0,1,0,0,0,0
"בתסקירו הראשון פורטו נסיבות חייו המורכבות של הנאשם: אז רווק בן 32, גדל במשפחה נורמטיבית, התגורר עם הוריו, ועבד במשרה חלקית בתחום האבטחה.",0,0,0,0,0,1,0,0,0,0
"בתסקירו פירט שירות המבחן את נסיבותיו האישיות, המשפחתיות, הכלכליות והנורמטיביות של הנאשם.",0,0,0,0,0,0,0,0,0,0
"בתפ""ק 7171-03-21 בביצוע עבירה של סחר בסם מסוכן, לפי סעיף 13 +19א לפקודת הסמים המסוכנים (נוסח חדש), תשל""ג- 1973 (להלן: ""פקודת הסמים המסוכנים"").",1,0,0,0,0,0,0,0,0,0
בתקופת הקורונה הנאשם אף  סייע לעד כשהיה בסגר ונהג להביא מזון לביתו ללא תמורה.,0,0,0,0,0,1,0,0,0,0
ג.,1,0,0,0,0,0,0,0,0,0
גזירת העונש בתוך המתחם,1,0,0,0,0,0,0,0,0,0
"גזר דין בעניין נאשם 2   מקסים דדון ת""ז xxxxxxxxx",0,0,0,0,0,0,0,0,0,0
גישה מקלה יותר ניתן למצוא בעניין מרדוש.,1,0,0,0,0,0,0,0,0,0
"גם כאשר הגיעו למחסום, הצמיד האחר את הפטיש לגבו של המתלונן, תוך שאיים עליו כי יאמר במחסום שהכול בסדר או שהוא מת.",1,0,0,0,0,0,0,0,0,0
ד.,1,0,0,0,0,0,0,0,0,0
דברים אלה יפים לטעמי בענייננו וודאי ככל שנוגעים להספקת סם מסוג הסם שמכר הנאשם.,1,0,0,0,0,0,0,0,0,0
דברים אלו נאמרו לגבי החזקה של 229 גר' קנביס והם נכונים מקל וחומר מקום שמדובר בסחר שבוצע באמצעות טלגרם כמו במקרה שלפני.,0,0,0,1,1,0,1,0,0,0
דוד שאול גבאי ריכטר 54678313,1,0,0,0,0,0,0,0,0,0
דוד שאול גבאי ריכטר 54678313-/,1,0,0,0,0,0,0,0,0,0
"דחיות נוספות נתבקשו על ידי הנאשם לצורך הסדרת ייצוג פרטי, שבסופו של דבר לא הוסדר.",1,0,0,0,0,0,0,0,0,0
די.אם.,1,0,0,0,0,0,0,0,0,0
"דיון הטיעונים לעונש התקיים ביום 8.4.24, בסופו שמעתי את דברי הנאשם והתרשמתי מכנותם ורצינותם, הנאשם הופנה לתסקיר משלים כאמור.",1,0,0,0,0,0,0,0,0,0
האישום הראשון בעבירה של סחר בסם מסוכן – עבירה לפי סעיפים 13 + 19א לפקודת הסמים המסוכנים.,1,0,0,0,0,0,0,0,0,0
האם יש מקום לחרוג ממתחם הענישה לצרכי שיקום ולאמץ את המלצת שירות המבחן?,1,0,0,0,0,0,0,0,0,0
הארמין הינו סם מסוכן לפי הפקודה.,1,0,0,0,0,0,0,0,0,0
"הבת הוסיפה כי לאור ניקיונו של הנאשם מסמים והעובדה שהוא ""צלול"" היא מאפשרת לבתה בת ה- 6 לישון אצל הנאשם, דבר שלא היה עולה על דעתה כשהיה משתמש בסמים.",0,0,0,0,0,1,0,0,0,0
"הגב' רותם ממן, אשתו של הנאשם, הפנתה למצבו הקשה של בנם אשר עבר תאונת אופנוע קשה.",0,0,0,0,0,1,0,0,0,0
"הגישה ב""כ המאשימה אסופת פסיקה לעניין המתחם.",1,0,0,0,0,0,0,0,0,0
"הדגישה לחומרה את העובדה העולה מהאישום השני, שכן הנאשם הוא היה מלווה בקטינה שנכחה באירוע עצמו במסגרתו הועברו לידי הסוכן כ-70 גרם של סם מסוג קוקאין.",0,0,0,1,0,0,1,0,0,0
ההגנה בטיעוניה טענה למתחם ענישה הנע בין 8 ועד 18 חודשי מאסר בפועל.,1,0,0,0,0,0,0,0,0,0
ההגנה ביקשה להתחשב בנאשם לעניין הקנס ופסילת רישיון הנהיגה.,1,0,0,0,0,0,0,0,0,0
"ההגנה הגישה שתי אסמכתאות לכך שהנאשם שולב בהליכים טיפוליים לצורך גמילה מהתמכרות: בקהילה הטיפולית רטורנו במשך 15 יום, מיום 12/9/2021 ועד ליום 27/9/2021; ובניקה-ישראל, טיפול גמילה באשפוז מלא, במשך כשלושה חודשים, מיום 8/7/2022 ועד ליום 7/10/2022.",0,0,0,0,0,1,0,0,0,0
"ההגנה טענה כי מתחם העונש ההולם נע בין 16 חודשי מאסר לבין 36 חודשי מאסר, וביקשה להטיל על הנאשם עונש מאסר לתקופה שלא תעלה על 24 חודשים וצו מבחן.",1,0,0,0,0,0,0,0,0,0
"ההגנה טענה, כי במקרים חמורים יותר, קובעים ענישה נמוכה יותר מזו שאליה עתרה התביעה.",1,0,0,0,0,0,0,0,0,0
"ההגנה טענה, כי הנאשם סחר בסמים במשקלים ""מזעריים"", וכי התשלום שהועבר לא היה על הצד הגבוה.",0,0,0,0,1,0,0,0,0,0
"ההגנה טענה, כי העונש ההולם הוא 9 חודשי מאסר, ולאחר הפעלת המאסר המותנה – 12 חודשי מאסר.",1,0,0,0,0,0,0,0,0,0
"ההגנה טענה, כי לחובת הנאשם הרשעה אחת בלבד בעבירה של החזקת סמים שלא לצריכה עצמית במשקל נמוך.",0,0,0,0,0,1,0,0,0,0
"ההגנה לא הגישה ראיות לעונש, אך הציגה לפני בית המשפט אישור רפואי, בו נרשם שרעיית הנאשם הגיעה לבית החולים; לא נצפה דופק עוברי; והיא זומנה לביקורת נוספת בחלוף 4 – 6 שבועות.",0,0,0,0,0,1,0,0,0,0
"ההגנה עותרת לגזור על הנאשם עונש מאסר בפועל המצוי בטווח הפסיקה אליה היפנה, בין 18 חודשים ל-4 שנים ולהימנע מהטלת קנס.",1,0,0,0,0,0,0,0,0,0
